GOterm	disease_n	neutral_n	disease_p	neutral_p	golor	subontology	description
GO0032874	7	46	0.0069	0.0172	-1.3304	biological_process	'positive regulation of stress-activated MAPK cascade'
GO1902589	99	652	0.0970	0.2444	-1.3336	biological_process	'single-organism organelle organization'
GO0033036	16	106	0.0157	0.0397	-1.3421	biological_process	'macromolecule localization'
GO0010921	8	53	0.0078	0.0199	-1.3421	biological_process	'regulation of phosphatase activity'
GO0008104	16	106	0.0157	0.0397	-1.3421	biological_process	'protein localization'
GO0045807	3	20	0.0029	0.0075	-1.3512	biological_process	'positive regulation of endocytosis'
GO0032467	3	20	0.0029	0.0075	-1.3512	biological_process	'positive regulation of cytokinesis'
GO0031345	6	40	0.0059	0.0150	-1.3512	biological_process	'negative regulation of cell projection organization'
GO0007260	3	20	0.0029	0.0075	-1.3512	biological_process	'tyrosine phosphorylation of STAT protein'
GO0005005	6	40	0.0059	0.0150	-1.3512	molecular_function	'transmembrane-ephrin receptor activity'
GO0006996	106	709	0.1038	0.2657	-1.3559	biological_process	'organelle organization'
GO0000278	13	87	0.0127	0.0326	-1.3567	biological_process	'mitotic cell cycle'
GO0072503	4	27	0.0039	0.0101	-1.3691	biological_process	'cellular divalent inorganic cation homeostasis'
GO0030003	4	27	0.0039	0.0101	-1.3691	biological_process	'cellular cation homeostasis'
GO0006875	4	27	0.0039	0.0101	-1.3691	biological_process	'cellular metal ion homeostasis'
GO0006874	4	27	0.0039	0.0101	-1.3691	biological_process	'cellular calcium ion homeostasis'
GO0006873	4	27	0.0039	0.0101	-1.3691	biological_process	'cellular ion homeostasis'
GO0048013	9	62	0.0088	0.0232	-1.3985	biological_process	'ephrin receptor signaling pathway'
GO0007010	69	479	0.0676	0.1795	-1.4096	biological_process	'cytoskeleton organization'
GO0060333	3	21	0.0029	0.0079	-1.4216	biological_process	'interferon-gamma-mediated signaling pathway'
GO0060291	1	7	0.0010	0.0026	-1.4216	biological_process	'long-term synaptic potentiation'
GO0051196	1	7	0.0010	0.0026	-1.4216	biological_process	'regulation of coenzyme metabolic process'
GO0051193	1	7	0.0010	0.0026	-1.4216	biological_process	'regulation of cofactor metabolic process'
GO0050812	1	7	0.0010	0.0026	-1.4216	biological_process	'regulation of acyl-CoA biosynthetic process'
GO0045861	1	7	0.0010	0.0026	-1.4216	biological_process	'negative regulation of proteolysis'
GO0042762	1	7	0.0010	0.0026	-1.4216	biological_process	'regulation of sulfur metabolic process'
GO0030332	3	21	0.0029	0.0079	-1.4216	molecular_function	'cyclin binding'
GO0016247	5	35	0.0049	0.0131	-1.4216	molecular_function	'channel regulator activity'
GO0010955	1	7	0.0010	0.0026	-1.4216	biological_process	'negative regulation of protein processing'
GO0010510	1	7	0.0010	0.0026	-1.4216	biological_process	'regulation of acetyl-CoA biosynthetic process from pyruvate'
GO0007613	4	28	0.0039	0.0105	-1.4216	biological_process	'memory'
GO0006090	1	7	0.0010	0.0026	-1.4216	biological_process	'pyruvate metabolic process'
GO0005154	2	14	0.0020	0.0052	-1.4216	molecular_function	'epidermal growth factor receptor binding'
GO0005131	3	21	0.0029	0.0079	-1.4216	molecular_function	'growth hormone receptor binding'
GO0004740	1	7	0.0010	0.0026	-1.4216	molecular_function	'pyruvate dehydrogenase (acetyl-transferring) kinase activity'
GO0003712	5	35	0.0049	0.0131	-1.4216	molecular_function	'transcription cofactor activity'
GO0000989	5	35	0.0049	0.0131	-1.4216	molecular_function	'transcription factor binding transcription factor activity'
GO0000988	5	35	0.0049	0.0131	-1.4216	molecular_function	'protein binding transcription factor activity'
GO0000307	3	21	0.0029	0.0079	-1.4216	cellular_component	'cyclin-dependent protein kinase holoenzyme complex'
GO0050982	35	246	0.0343	0.0922	-1.4275	biological_process	'detection of mechanical stimulus'
GO0044430	76	541	0.0744	0.2028	-1.4458	cellular_component	'cytoskeletal part'
GO0019725	5	36	0.0049	0.0135	-1.4622	biological_process	'cellular homeostasis'
GO0048285	15	109	0.0147	0.0409	-1.4755	biological_process	'organelle fission'
GO0033273	3	22	0.0029	0.0082	-1.4887	biological_process	'response to vitamin'
GO0010660	3	22	0.0029	0.0082	-1.4887	biological_process	'regulation of muscle cell apoptotic process'
GO0035303	8	59	0.0078	0.0221	-1.4969	biological_process	'regulation of dephosphorylation'
GO0090090	5	38	0.0049	0.0142	-1.5402	biological_process	'negative regulation of canonical Wnt signaling pathway'
GO0030833	5	38	0.0049	0.0142	-1.5402	biological_process	'regulation of actin filament polymerization'
GO0030496	5	38	0.0049	0.0142	-1.5402	cellular_component	'midbody'
GO0032465	3	23	0.0029	0.0086	-1.5528	biological_process	'regulation of cytokinesis'
GO0006282	3	23	0.0029	0.0086	-1.5528	biological_process	'regulation of DNA repair'
GO0031400	14	108	0.0137	0.0405	-1.5618	biological_process	'negative regulation of protein modification process'
GO0043232	89	688	0.0872	0.2579	-1.5648	cellular_component	'intracellular non-membrane-bounded organelle'
GO0043228	89	688	0.0872	0.2579	-1.5648	cellular_component	'non-membrane-bounded organelle'
GO0048806	4	31	0.0039	0.0116	-1.5684	biological_process	'genitalia development'
GO0070302	18	141	0.0176	0.0528	-1.5839	biological_process	'regulation of stress-activated protein kinase signaling cascade'
GO0046914	6	47	0.0059	0.0176	-1.5839	molecular_function	'transition metal ion binding'
GO0032872	18	141	0.0176	0.0528	-1.5839	biological_process	'regulation of stress-activated MAPK cascade'
GO0070727	12	95	0.0118	0.0356	-1.5991	biological_process	'cellular macromolecule localization'
GO0034613	12	95	0.0118	0.0356	-1.5991	biological_process	'cellular protein localization'
GO0009607	17	135	0.0167	0.0506	-1.6036	biological_process	'response to biotic stimulus'
GO0071260	4	32	0.0039	0.0120	-1.6142	biological_process	'cellular response to mechanical stimulus'
GO0050729	3	24	0.0029	0.0090	-1.6142	biological_process	'positive regulation of inflammatory response'
GO0048709	1	8	0.0010	0.0030	-1.6142	biological_process	'oligodendrocyte differentiation'
GO0031594	3	24	0.0029	0.0090	-1.6142	cellular_component	'neuromuscular junction'
GO0030178	5	40	0.0049	0.0150	-1.6142	biological_process	'negative regulation of Wnt signaling pathway'
GO0007067	13	104	0.0127	0.0390	-1.6142	biological_process	'mitotic nuclear division'
GO0005246	1	8	0.0010	0.0030	-1.6142	molecular_function	'calcium channel regulator activity'
GO0060048	30	242	0.0294	0.0907	-1.6262	biological_process	'cardiac muscle contraction'
GO0043207	16	130	0.0157	0.0487	-1.6366	biological_process	'response to external biotic stimulus'
GO0032271	5	41	0.0049	0.0154	-1.6498	biological_process	'regulation of protein polymerization'
GO0030832	5	41	0.0049	0.0154	-1.6498	biological_process	'regulation of actin filament length'
GO0030659	5	41	0.0049	0.0154	-1.6498	cellular_component	'cytoplasmic vesicle membrane'
GO0012506	5	41	0.0049	0.0154	-1.6498	cellular_component	'vesicle membrane'
GO0008064	5	41	0.0049	0.0154	-1.6498	biological_process	'regulation of actin polymerization or depolymerization'
GO0006941	30	249	0.0294	0.0933	-1.6673	biological_process	'striated muscle contraction'
GO1901654	3	25	0.0029	0.0094	-1.6731	biological_process	'response to ketone'
GO0030838	3	25	0.0029	0.0094	-1.6731	biological_process	'positive regulation of actin filament polymerization'
GO0000280	13	109	0.0127	0.0409	-1.6820	biological_process	'nuclear division'
GO0005813	10	84	0.0098	0.0315	-1.6846	cellular_component	'centrosome'
GO0001917	5	42	0.0049	0.0157	-1.6846	cellular_component	'photoreceptor inner segment'
GO0031589	11	93	0.0108	0.0349	-1.6940	biological_process	'cell-substrate adhesion'
GO0035584	2	17	0.0020	0.0064	-1.7017	biological_process	'calcium-mediated signaling using intracellular calcium source'
GO0042698	3	26	0.0029	0.0097	-1.7297	biological_process	'ovulation cycle'
GO0050801	9	79	0.0088	0.0296	-1.7481	biological_process	'ion homeostasis'
GO0044433	5	44	0.0049	0.0165	-1.7517	cellular_component	'cytoplasmic vesicle part'
GO2001240	1	9	0.0010	0.0034	-1.7841	biological_process	'negative regulation of extrinsic apoptotic signaling pathway in absence of ligand'
GO1901099	1	9	0.0010	0.0034	-1.7841	biological_process	'negative regulation of signal transduction in absence of ligand'
GO0060068	3	27	0.0029	0.0101	-1.7841	biological_process	'vagina development'
GO0051048	4	36	0.0039	0.0135	-1.7841	biological_process	'negative regulation of secretion'
GO0043277	3	27	0.0029	0.0101	-1.7841	biological_process	'apoptotic cell clearance'
GO0032075	1	9	0.0010	0.0034	-1.7841	biological_process	'positive regulation of nuclease activity'
GO0032069	1	9	0.0010	0.0034	-1.7841	biological_process	'regulation of nuclease activity'
GO0030900	1	9	0.0010	0.0034	-1.7841	biological_process	'forebrain development'
GO0030540	3	27	0.0029	0.0101	-1.7841	biological_process	'female genitalia development'
GO0030101	3	27	0.0029	0.0101	-1.7841	biological_process	'natural killer cell activation'
GO0007423	3	27	0.0029	0.0101	-1.7841	biological_process	'sensory organ development'
GO0006987	1	9	0.0010	0.0034	-1.7841	biological_process	'activation of signaling protein activity involved in unfolded protein response'
GO0006909	3	27	0.0029	0.0101	-1.7841	biological_process	'phagocytosis'
GO0001779	3	27	0.0029	0.0101	-1.7841	biological_process	'natural killer cell differentiation'
GO0006936	31	281	0.0304	0.1053	-1.7945	biological_process	'muscle contraction'
GO0070925	33	302	0.0323	0.1132	-1.8082	biological_process	'organelle assembly'
GO0003012	31	284	0.0304	0.1064	-1.8098	biological_process	'muscle system process'
GO0005003	9	83	0.0088	0.0311	-1.8193	molecular_function	'ephrin receptor activity'
GO0071356	3	28	0.0029	0.0105	-1.8366	biological_process	'cellular response to tumor necrosis factor'
GO0050764	3	28	0.0029	0.0105	-1.8366	biological_process	'regulation of phagocytosis'
GO0032273	3	28	0.0029	0.0105	-1.8366	biological_process	'positive regulation of protein polymerization'
GO0004687	3	28	0.0029	0.0105	-1.8366	molecular_function	'myosin light chain kinase activity'
GO0051348	11	103	0.0108	0.0386	-1.8413	biological_process	'negative regulation of transferase activity'
GO0005856	18	173	0.0176	0.0648	-1.8789	cellular_component	'cytoskeleton'
GO0032680	3	29	0.0029	0.0109	-1.8872	biological_process	'regulation of tumor necrosis factor production'
GO0045184	6	59	0.0059	0.0221	-1.9119	biological_process	'establishment of protein localization'
GO0033365	7	69	0.0069	0.0259	-1.9154	biological_process	'protein localization to organelle'
GO2001243	1	10	0.0010	0.0037	-1.9362	biological_process	'negative regulation of intrinsic apoptotic signaling pathway'
GO0090331	1	10	0.0010	0.0037	-1.9362	biological_process	'negative regulation of platelet aggregation'
GO0055074	5	50	0.0049	0.0187	-1.9362	biological_process	'calcium ion homeostasis'
GO0031526	1	10	0.0010	0.0037	-1.9362	cellular_component	'brush border membrane'
GO0031334	3	30	0.0029	0.0112	-1.9362	biological_process	'positive regulation of protein complex assembly'
GO0010507	1	10	0.0010	0.0037	-1.9362	biological_process	'negative regulation of autophagy'
GO0005730	7	70	0.0069	0.0262	-1.9362	cellular_component	'nucleolus'
GO0006887	23	235	0.0225	0.0881	-1.9672	biological_process	'exocytosis'
GO0051427	3	31	0.0029	0.0116	-1.9835	molecular_function	'hormone receptor binding'
GO0050796	3	31	0.0029	0.0116	-1.9835	biological_process	'regulation of insulin secretion'
GO0032269	15	156	0.0147	0.0585	-1.9927	biological_process	'negative regulation of cellular protein metabolic process'
GO1900046	2	21	0.0020	0.0079	-2.0065	biological_process	'regulation of hemostasis'
GO0050818	2	21	0.0020	0.0079	-2.0065	biological_process	'regulation of coagulation'
GO0030193	2	21	0.0020	0.0079	-2.0065	biological_process	'regulation of blood coagulation'
GO0010543	2	21	0.0020	0.0079	-2.0065	biological_process	'regulation of platelet activation'
GO0004683	7	75	0.0069	0.0281	-2.0357	molecular_function	'calmodulin-dependent protein kinase activity'
GO2001214	1	11	0.0010	0.0041	-2.0737	biological_process	'positive regulation of vasculogenesis'
GO2001212	1	11	0.0010	0.0041	-2.0737	biological_process	'regulation of vasculogenesis'
GO1901976	1	11	0.0010	0.0041	-2.0737	biological_process	'regulation of cell cycle checkpoint'
GO0070527	1	11	0.0010	0.0041	-2.0737	biological_process	'platelet aggregation'
GO0051879	1	11	0.0010	0.0041	-2.0737	molecular_function	'Hsp90 protein binding'
GO0048875	1	11	0.0010	0.0041	-2.0737	biological_process	'chemical homeostasis within a tissue'
GO0043195	1	11	0.0010	0.0041	-2.0737	cellular_component	'terminal bouton'
GO0043129	1	11	0.0010	0.0041	-2.0737	biological_process	'surfactant homeostasis'
GO0042801	1	11	0.0010	0.0041	-2.0737	molecular_function	'polo kinase kinase activity'
GO0030522	4	44	0.0039	0.0165	-2.0737	biological_process	'intracellular receptor signaling pathway'
GO0010765	1	11	0.0010	0.0041	-2.0737	biological_process	'positive regulation of sodium ion transport'
GO0009895	4	44	0.0039	0.0165	-2.0737	biological_process	'negative regulation of catabolic process'
GO0003158	1	11	0.0010	0.0041	-2.0737	biological_process	'endothelium development'
GO0034612	3	34	0.0029	0.0127	-2.1167	biological_process	'response to tumor necrosis factor'
GO0071456	2	23	0.0020	0.0086	-2.1378	biological_process	'cellular response to hypoxia'
GO0071453	2	23	0.0020	0.0086	-2.1378	biological_process	'cellular response to oxygen levels'
GO0036294	2	23	0.0020	0.0086	-2.1378	biological_process	'cellular response to decreased oxygen levels'
GO0042177	3	35	0.0029	0.0131	-2.1585	biological_process	'negative regulation of protein catabolic process'
GO0008092	31	364	0.0304	0.1364	-2.1678	molecular_function	'cytoskeletal protein binding'
GO1902532	7	83	0.0069	0.0311	-2.1819	biological_process	'negative regulation of intracellular signal transduction'
GO2000736	1	12	0.0010	0.0045	-2.1992	biological_process	'regulation of stem cell differentiation'
GO0045833	1	12	0.0010	0.0045	-2.1992	biological_process	'negative regulation of lipid metabolic process'
GO0032787	1	12	0.0010	0.0045	-2.1992	biological_process	'monocarboxylic acid metabolic process'
GO0032092	1	12	0.0010	0.0045	-2.1992	biological_process	'positive regulation of protein binding'
GO0006412	2	24	0.0020	0.0090	-2.1992	biological_process	'translation'
GO0030036	32	386	0.0313	0.1447	-2.2067	biological_process	'actin cytoskeleton organization'
GO0051248	15	181	0.0147	0.0678	-2.2072	biological_process	'negative regulation of protein metabolic process'
GO0030029	32	389	0.0313	0.1458	-2.2179	biological_process	'actin filament-based process'
GO0007018	3	37	0.0029	0.0139	-2.2387	biological_process	'microtubule-based movement'
GO0046328	11	138	0.0108	0.0517	-2.2633	biological_process	'regulation of JNK cascade'
GO0072507	5	63	0.0049	0.0236	-2.2696	biological_process	'divalent inorganic cation homeostasis'
GO0055065	5	63	0.0049	0.0236	-2.2696	biological_process	'metal ion homeostasis'
GO0045727	3	38	0.0029	0.0142	-2.2772	biological_process	'positive regulation of translation'
GO0071889	1	13	0.0010	0.0049	-2.3147	molecular_function	'14-3-3 protein binding'
GO0071322	1	13	0.0010	0.0049	-2.3147	biological_process	'cellular response to carbohydrate stimulus'
GO0045947	1	13	0.0010	0.0049	-2.3147	biological_process	'negative regulation of translational initiation'
GO0043558	1	13	0.0010	0.0049	-2.3147	biological_process	'regulation of translational initiation in response to stress'
GO0043536	1	13	0.0010	0.0049	-2.3147	biological_process	'positive regulation of blood vessel endothelial cell migration'
GO0016788	3	39	0.0029	0.0146	-2.3147	molecular_function	'hydrolase activity, acting on ester bonds'
GO0007616	1	13	0.0010	0.0049	-2.3147	biological_process	'long-term memory'
GO0055080	5	66	0.0049	0.0247	-2.3367	biological_process	'cation homeostasis'
GO0071346	3	40	0.0029	0.0150	-2.3512	biological_process	'cellular response to interferon-gamma'
GO0034341	3	40	0.0029	0.0150	-2.3512	biological_process	'response to interferon-gamma'
GO1903036	4	55	0.0039	0.0206	-2.3956	biological_process	'positive regulation of response to wounding'
GO0043409	4	55	0.0039	0.0206	-2.3956	biological_process	'negative regulation of MAPK cascade'
GO0015629	4	55	0.0039	0.0206	-2.3956	cellular_component	'actin cytoskeleton'
GO1900076	2	28	0.0020	0.0105	-2.4216	biological_process	'regulation of cellular response to insulin stimulus'
GO0071364	1	14	0.0010	0.0052	-2.4216	biological_process	'cellular response to epidermal growth factor stimulus'
GO0070141	1	14	0.0010	0.0052	-2.4216	biological_process	'response to UV-A'
GO0060706	1	14	0.0010	0.0052	-2.4216	biological_process	'cell differentiation involved in embryonic placenta development'
GO0050839	1	14	0.0010	0.0052	-2.4216	molecular_function	'cell adhesion molecule binding'
GO0045907	1	14	0.0010	0.0052	-2.4216	biological_process	'positive regulation of vasoconstriction'
GO0044848	1	14	0.0010	0.0052	-2.4216	biological_process	'biological phase'
GO0043200	1	14	0.0010	0.0052	-2.4216	biological_process	'response to amino acid'
GO0031330	1	14	0.0010	0.0052	-2.4216	biological_process	'negative regulation of cellular catabolic process'
GO0005667	3	42	0.0029	0.0157	-2.4216	cellular_component	'transcription factor complex'
GO0005178	1	14	0.0010	0.0052	-2.4216	molecular_function	'integrin binding'
GO0004690	1	14	0.0010	0.0052	-2.4216	molecular_function	'cyclic nucleotide-dependent protein kinase activity'
GO0034599	3	43	0.0029	0.0161	-2.4555	biological_process	'cellular response to oxidative stress'
GO0014065	3	43	0.0029	0.0161	-2.4555	biological_process	'phosphatidylinositol 3-kinase signaling'
GO0090276	3	44	0.0029	0.0165	-2.4887	biological_process	'regulation of peptide hormone secretion'
GO0090087	3	44	0.0029	0.0165	-2.4887	biological_process	'regulation of peptide transport'
GO0046883	3	44	0.0029	0.0165	-2.4887	biological_process	'regulation of hormone secretion'
GO0016572	3	44	0.0029	0.0165	-2.4887	biological_process	'histone phosphorylation'
GO0016570	3	44	0.0029	0.0165	-2.4887	biological_process	'histone modification'
GO0016569	3	44	0.0029	0.0165	-2.4887	biological_process	'covalent chromatin modification'
GO0002791	3	44	0.0029	0.0165	-2.4887	biological_process	'regulation of peptide secretion'
GO0005789	5	74	0.0049	0.0277	-2.5017	cellular_component	'endoplasmic reticulum membrane'
GO0044070	3	45	0.0029	0.0169	-2.5211	biological_process	'regulation of anion transport'
GO0032407	1	15	0.0010	0.0056	-2.5211	molecular_function	'MutSalpha complex binding'
GO0032405	1	15	0.0010	0.0056	-2.5211	molecular_function	'MutLalpha complex binding'
GO0032404	1	15	0.0010	0.0056	-2.5211	molecular_function	'mismatch repair complex binding'
GO0031072	1	15	0.0010	0.0056	-2.5211	molecular_function	'heat shock protein binding'
GO0001741	1	15	0.0010	0.0056	-2.5211	cellular_component	'XY body'
GO0050254	2	31	0.0020	0.0116	-2.5684	molecular_function	'rhodopsin kinase activity'
GO0055003	15	237	0.0147	0.0888	-2.5961	biological_process	'cardiac myofibril assembly'
GO0030239	15	237	0.0147	0.0888	-2.5961	biological_process	'myofibril assembly'
GO0090330	1	16	0.0010	0.0060	-2.6142	biological_process	'regulation of platelet aggregation'
GO0007254	5	81	0.0049	0.0304	-2.6321	biological_process	'JNK cascade'
GO0010927	17	277	0.0167	0.1038	-2.6405	biological_process	'cellular component assembly involved in morphogenesis'
GO0044432	5	82	0.0049	0.0307	-2.6498	cellular_component	'endoplasmic reticulum part'
GO0050927	1	17	0.0010	0.0064	-2.7017	biological_process	'positive regulation of positive chemotaxis'
GO0050926	1	17	0.0010	0.0064	-2.7017	biological_process	'regulation of positive chemotaxis'
GO0045737	1	17	0.0010	0.0064	-2.7017	biological_process	'positive regulation of cyclin-dependent protein serine/threonine kinase activity'
GO0031659	1	17	0.0010	0.0064	-2.7017	biological_process	'positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle'
GO0031657	1	17	0.0010	0.0064	-2.7017	biological_process	'regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle'
GO0016568	3	51	0.0029	0.0191	-2.7017	biological_process	'chromatin modification'
GO0051169	3	53	0.0029	0.0199	-2.7572	biological_process	'nuclear transport'
GO0006913	3	53	0.0029	0.0199	-2.7572	biological_process	'nucleocytoplasmic transport'
GO2001242	1	18	0.0010	0.0067	-2.7841	biological_process	'regulation of intrinsic apoptotic signaling pathway'
GO0014069	1	18	0.0010	0.0067	-2.7841	cellular_component	'postsynaptic density'
GO0002042	1	18	0.0010	0.0067	-2.7841	biological_process	'cell migration involved in sprouting angiogenesis'
GO0000803	1	18	0.0010	0.0067	-2.7841	cellular_component	'sex chromosome'
GO0006325	3	55	0.0029	0.0206	-2.8106	biological_process	'chromatin organization'
GO0043623	13	245	0.0127	0.0918	-2.8504	biological_process	'cellular protein complex assembly'
GO2000401	1	19	0.0010	0.0071	-2.8622	biological_process	'regulation of lymphocyte migration'
GO0035967	1	19	0.0010	0.0071	-2.8622	biological_process	'cellular response to topologically incorrect protein'
GO0035966	1	19	0.0010	0.0071	-2.8622	biological_process	'response to topologically incorrect protein'
GO0034620	1	19	0.0010	0.0071	-2.8622	biological_process	'cellular response to unfolded protein'
GO0030968	1	19	0.0010	0.0071	-2.8622	biological_process	'endoplasmic reticulum unfolded protein response'
GO0006986	1	19	0.0010	0.0071	-2.8622	biological_process	'response to unfolded protein'
GO0006984	1	19	0.0010	0.0071	-2.8622	biological_process	'ER-nucleus signaling pathway'
GO0007015	14	267	0.0137	0.1001	-2.8676	biological_process	'actin filament organization'
GO0034622	13	251	0.0127	0.0941	-2.8853	biological_process	'cellular macromolecular complex assembly'
GO0004697	3	58	0.0029	0.0217	-2.8872	molecular_function	'protein kinase C activity'
GO0051260	1	20	0.0010	0.0075	-2.9362	biological_process	'protein homooligomerization'
GO0044782	2	40	0.0020	0.0150	-2.9362	biological_process	'cilium organization'
GO0042384	2	40	0.0020	0.0150	-2.9362	biological_process	'cilium assembly'
GO0002685	1	20	0.0010	0.0075	-2.9362	biological_process	'regulation of leukocyte migration'
GO0031032	15	310	0.0147	0.1162	-2.9835	biological_process	'actomyosin structure organization'
GO0070059	1	21	0.0010	0.0079	-3.0065	biological_process	'intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress'
GO0051353	1	21	0.0010	0.0079	-3.0065	biological_process	'positive regulation of oxidoreductase activity'
GO0010001	1	21	0.0010	0.0079	-3.0065	biological_process	'glial cell differentiation'
GO0045744	2	43	0.0020	0.0161	-3.0405	biological_process	'negative regulation of G-protein coupled receptor protein signaling pathway'
GO0044450	2	43	0.0020	0.0161	-3.0405	cellular_component	'microtubule organizing center part'
GO0038032	2	43	0.0020	0.0161	-3.0405	biological_process	'termination of G-protein coupled receptor signaling pathway'
GO0004703	2	43	0.0020	0.0161	-3.0405	molecular_function	'G-protein coupled receptor kinase activity'
GO0098662	1	22	0.0010	0.0082	-3.0737	biological_process	'inorganic cation transmembrane transport'
GO0098660	1	22	0.0010	0.0082	-3.0737	biological_process	'inorganic ion transmembrane transport'
GO0098655	1	22	0.0010	0.0082	-3.0737	biological_process	'cation transmembrane transport'
GO0072509	1	22	0.0010	0.0082	-3.0737	molecular_function	'divalent inorganic cation transmembrane transporter activity'
GO0070588	1	22	0.0010	0.0082	-3.0737	biological_process	'calcium ion transmembrane transport'
GO0050999	1	22	0.0010	0.0082	-3.0737	biological_process	'regulation of nitric-oxide synthase activity'
GO0046873	1	22	0.0010	0.0082	-3.0737	molecular_function	'metal ion transmembrane transporter activity'
GO0032768	1	22	0.0010	0.0082	-3.0737	biological_process	'regulation of monooxygenase activity'
GO0030100	3	66	0.0029	0.0247	-3.0737	biological_process	'regulation of endocytosis'
GO0022892	1	22	0.0010	0.0082	-3.0737	molecular_function	'substrate-specific transporter activity'
GO0022891	1	22	0.0010	0.0082	-3.0737	molecular_function	'substrate-specific transmembrane transporter activity'
GO0022890	1	22	0.0010	0.0082	-3.0737	molecular_function	'inorganic cation transmembrane transporter activity'
GO0022857	1	22	0.0010	0.0082	-3.0737	molecular_function	'transmembrane transporter activity'
GO0022838	1	22	0.0010	0.0082	-3.0737	molecular_function	'substrate-specific channel activity'
GO0022803	1	22	0.0010	0.0082	-3.0737	molecular_function	'passive transmembrane transporter activity'
GO0015267	1	22	0.0010	0.0082	-3.0737	molecular_function	'channel activity'
GO0015085	1	22	0.0010	0.0082	-3.0737	molecular_function	'calcium ion transmembrane transporter activity'
GO0015075	1	22	0.0010	0.0082	-3.0737	molecular_function	'ion transmembrane transporter activity'
GO0008324	1	22	0.0010	0.0082	-3.0737	molecular_function	'cation transmembrane transporter activity'
GO0005262	1	22	0.0010	0.0082	-3.0737	molecular_function	'calcium channel activity'
GO0005261	1	22	0.0010	0.0082	-3.0737	molecular_function	'cation channel activity'
GO0005216	1	22	0.0010	0.0082	-3.0737	molecular_function	'ion channel activity'
GO0005215	1	22	0.0010	0.0082	-3.0737	molecular_function	'transporter activity'
GO0006469	4	89	0.0039	0.0334	-3.0900	biological_process	'negative regulation of protein kinase activity'
GO0001959	3	67	0.0029	0.0251	-3.0954	biological_process	'regulation of cytokine-mediated signaling pathway'
GO0097610	2	45	0.0020	0.0169	-3.1061	cellular_component	'cell surface furrow'
GO0097493	10	225	0.0098	0.0843	-3.1061	molecular_function	'structural molecule activity conferring elasticity'
GO0071688	10	225	0.0098	0.0843	-3.1061	biological_process	'striated muscle myosin thick filament assembly'
GO0051393	10	225	0.0098	0.0843	-3.1061	molecular_function	'alpha-actinin binding'
GO0051371	10	225	0.0098	0.0843	-3.1061	molecular_function	'muscle alpha-actinin binding'
GO0048747	10	225	0.0098	0.0843	-3.1061	biological_process	'muscle fiber development'
GO0048739	10	225	0.0098	0.0843	-3.1061	biological_process	'cardiac muscle fiber development'
GO0043056	10	225	0.0098	0.0843	-3.1061	biological_process	'forward locomotion'
GO0042805	10	225	0.0098	0.0843	-3.1061	molecular_function	'actinin binding'
GO0036379	10	225	0.0098	0.0843	-3.1061	cellular_component	'myofilament'
GO0035995	10	225	0.0098	0.0843	-3.1061	biological_process	'detection of muscle stretch'
GO0035994	10	225	0.0098	0.0843	-3.1061	biological_process	'response to muscle stretch'
GO0033275	10	225	0.0098	0.0843	-3.1061	biological_process	'actin-myosin filament sliding'
GO0033058	10	225	0.0098	0.0843	-3.1061	biological_process	'directional locomotion'
GO0032155	2	45	0.0020	0.0169	-3.1061	cellular_component	'cell division site part'
GO0032154	2	45	0.0020	0.0169	-3.1061	cellular_component	'cleavage furrow'
GO0031674	10	225	0.0098	0.0843	-3.1061	cellular_component	'I band'
GO0031433	10	225	0.0098	0.0843	-3.1061	molecular_function	'telethonin binding'
GO0031034	10	225	0.0098	0.0843	-3.1061	biological_process	'myosin filament assembly'
GO0031033	10	225	0.0098	0.0843	-3.1061	biological_process	'myosin filament organization'
GO0030241	10	225	0.0098	0.0843	-3.1061	biological_process	'skeletal muscle myosin thick filament assembly'
GO0030240	10	225	0.0098	0.0843	-3.1061	biological_process	'skeletal muscle thin filament assembly'
GO0030049	10	225	0.0098	0.0843	-3.1061	biological_process	'muscle filament sliding'
GO0014897	10	225	0.0098	0.0843	-3.1061	biological_process	'striated muscle hypertrophy'
GO0014896	10	225	0.0098	0.0843	-3.1061	biological_process	'muscle hypertrophy'
GO0007512	10	225	0.0098	0.0843	-3.1061	biological_process	'adult heart development'
GO0007076	10	225	0.0098	0.0843	-3.1061	biological_process	'mitotic chromosome condensation'
GO0005865	10	225	0.0098	0.0843	-3.1061	cellular_component	'striated muscle thin filament'
GO0003300	10	225	0.0098	0.0843	-3.1061	biological_process	'cardiac muscle hypertrophy'
GO0002576	10	225	0.0098	0.0843	-3.1061	biological_process	'platelet degranulation'
GO0002020	10	225	0.0098	0.0843	-3.1061	molecular_function	'protease binding'
GO0048769	10	227	0.0098	0.0851	-3.1188	biological_process	'sarcomerogenesis'
GO0044449	12	273	0.0118	0.1023	-3.1220	cellular_component	'contractile fiber part'
GO0043621	10	228	0.0098	0.0855	-3.1252	molecular_function	'protein self-association'
GO0071476	1	23	0.0010	0.0086	-3.1378	biological_process	'cellular hypotonic response'
GO0071470	1	23	0.0010	0.0086	-3.1378	biological_process	'cellular response to osmotic stress'
GO0060414	1	23	0.0010	0.0086	-3.1378	biological_process	'aorta smooth muscle tissue morphogenesis'
