#GO	N_DIS	TOT_DIS	PERC_DIS	N_NEU	TOT_NEU	PERC	NEU	LOG_ODDS	DESCRIPTION
GO:0031346	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of cell projection organization
GO:0031348	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of defense response
GO:0031432	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) titin binding
GO:0031434	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) mitogen-activated protein kinase kinase binding
GO:0031435	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) mitogen-activated protein kinase kinase kinase binding
GO:0031573	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) intra-S DNA damage checkpoint
GO:0031594	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) neuromuscular junction
GO:0031616	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) spindle pole centrosome
GO:0031663	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) lipopolysaccharide-mediated signaling pathway
GO:0031664	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of lipopolysaccharide-mediated signaling pathway
GO:0031665	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of lipopolysaccharide-mediated signaling pathway
GO:0031690	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) adrenergic receptor binding
GO:0031694	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) alpha-2A adrenergic receptor binding
GO:0031753	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) endothelial differentiation G-protein coupled receptor binding
GO:0031755	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) Edg-2 lysophosphatidic acid receptor binding
GO:0031931	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) TORC1 complex
GO:0031932	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) TORC2 complex
GO:0031941	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) filamentous actin
GO:0032000	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of fatty acid beta-oxidation
GO:0032024	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of insulin secretion
GO:0032069	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of nuclease activity
GO:0032075	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of nuclease activity
GO:0032091	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of protein binding
GO:0032092	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of protein binding
GO:0032133	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) chromosome passenger complex
GO:0032182	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) small conjugating protein binding
GO:0032231	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of actin filament bundle assembly
GO:0032233	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of actin filament bundle assembly
GO:0032271	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of protein polymerization
GO:0032313	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of Rab GTPase activity
GO:0032318	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of Ras GTPase activity
GO:0032404	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) mismatch repair complex binding
GO:0032405	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) MutLalpha complex binding
GO:0032407	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) MutSalpha complex binding
GO:0032409	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of transporter activity
GO:0032494	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) response to peptidoglycan
GO:0032507	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) maintenance of protein location in cell
GO:0032535	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of cellular component size
GO:0032653	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of interleukin-10 production
GO:0032675	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of interleukin-6 production
GO:0032680	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of tumor necrosis factor production
GO:0032695	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of interleukin-12 production
GO:0032715	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of interleukin-6 production
GO:0032720	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of tumor necrosis factor production
GO:0032780	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of ATPase activity
GO:0032787	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) monocarboxylic acid metabolic process
GO:0032793	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of CREB transcription factor activity
GO:0032813	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) tumor necrosis factor receptor superfamily binding
GO:0032838	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) cell projection cytoplasm
GO:0032839	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) dendrite cytoplasm
GO:0032886	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of microtubule-based process
GO:0032990	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cell part morphogenesis
GO:0033124	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of GTP catabolic process
GO:0033135	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of peptidyl-serine phosphorylation
GO:0033136	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) serine phosphorylation of STAT3 protein
GO:0033138	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of peptidyl-serine phosphorylation
GO:0033209	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) tumor necrosis factor-mediated signaling pathway
GO:0033261	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of S phase
GO:0033605	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of catecholamine secretion
GO:0033619	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) membrane protein proteolysis
GO:0033623	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of integrin activation
GO:0033625	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of integrin activation
GO:0033688	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of osteoblast proliferation
GO:0033689	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of osteoblast proliferation
GO:0033867	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) Fas-activated serine/threonine kinase activity
GO:0034103	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of tissue remodeling
GO:0034121	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of toll-like receptor signaling pathway
GO:0034122	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of toll-like receptor signaling pathway
GO:0034236	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) protein kinase A catalytic subunit binding
GO:0034330	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cell junction organization
GO:0034612	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) response to tumor necrosis factor
GO:0034644	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular response to UV
GO:0034660	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) ncRNA metabolic process
GO:0034661	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) ncRNA catabolic process
GO:0034673	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) inhibin-betaglycan-ActRII complex
GO:0034708	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) methyltransferase complex
GO:0034711	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) inhibin binding
GO:0035088	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) establishment or maintenance of apical/basal cell polarity
GO:0035097	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) histone methyltransferase complex
GO:0035150	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of tube size
GO:0035402	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) histone kinase activity (H3-T11 specific)
GO:0035591	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) signaling adaptor activity
GO:0042036	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of cytokine biosynthetic process
GO:0042063	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) gliogenesis
GO:0042110	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) T cell activation
GO:0042149	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular response to glucose starvation
GO:0042180	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular ketone metabolic process
GO:0042304	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of fatty acid biosynthetic process
GO:0042312	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of vasodilation
GO:0042501	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) serine phosphorylation of STAT protein
GO:0042609	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) CD4 receptor binding
GO:0042610	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) CD8 receptor binding
GO:0042692	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) muscle cell differentiation
GO:0042771	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis
GO:0042772	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) DNA damage response, signal transduction resulting in transcription
GO:0042953	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) lipoprotein transport
GO:0043015	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) gamma-tubulin binding
GO:0043021	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) ribonucleoprotein binding
GO:0043025	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) neuronal cell body
GO:0043028	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) caspase regulator activity
GO:0043087	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of GTPase activity
GO:0043130	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) ubiquitin binding
GO:0043193	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of gene-specific transcription
GO:0043200	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) response to amino acid stimulus
GO:0043242	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of protein complex disassembly
GO:0043244	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of protein complex disassembly
GO:0043269	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of ion transport
GO:0043271	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of ion transport
GO:0043330	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) response to exogenous dsRNA
GO:0043331	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) response to dsRNA
GO:0043409	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of MAPKKK cascade
GO:0043436	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) oxoacid metabolic process
GO:0043462	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of ATPase activity
GO:0043508	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of JUN kinase activity
GO:0043524	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of neuron apoptosis
GO:0043525	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of neuron apoptosis
GO:0043531	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) ADP binding
GO:0043696	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) dedifferentiation
GO:0043697	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cell dedifferentiation
GO:0043900	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of multi-organism process
GO:0044283	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) small molecule biosynthetic process
GO:0044297	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) cell body
GO:0044445	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) cytosolic part
GO:0044448	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) cell cortex part
GO:0045074	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of interleukin-10 biosynthetic process
GO:0045075	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of interleukin-12 biosynthetic process
GO:0045081	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of interleukin-10 biosynthetic process
GO:0045087	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) innate immune response
GO:0045124	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of bone resorption
GO:0045185	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) maintenance of protein location
GO:0045197	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) establishment or maintenance of epithelial cell apical/basal polarity
GO:0045216	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cell-cell junction organization
GO:0045323	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) interleukin-1 receptor complex
GO:0045445	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) myoblast differentiation
GO:0045540	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of cholesterol biosynthetic process
GO:0045542	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of cholesterol biosynthetic process
GO:0045668	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of osteoblast differentiation
GO:0045717	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of fatty acid biosynthetic process
GO:0045744	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of G-protein coupled receptor protein signaling pathway
GO:0045773	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of axon extension
GO:0045822	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of heart contraction
GO:0045824	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of innate immune response
GO:0045912	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of carbohydrate metabolic process
GO:0045923	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of fatty acid metabolic process
GO:0045931	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of mitotic cell cycle
GO:0045932	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of muscle contraction
GO:0045940	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of steroid metabolic process
GO:0045988	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of striated muscle contraction
GO:0045993	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of translational initiation by iron
GO:0046317	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of glucosylceramide biosynthetic process
GO:0046318	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of glucosylceramide biosynthetic process
GO:0046321	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of fatty acid oxidation
GO:0046325	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of glucose import
GO:0046329	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of JNK cascade
GO:0046394	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) carboxylic acid biosynthetic process
GO:0046486	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) glycerolipid metabolic process
GO:0046599	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of centriole replication
GO:0046601	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of centriole replication
GO:0046605	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of centrosome cycle
GO:0046607	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of centrosome cycle
GO:0046790	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) virion binding
GO:0046825	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of protein export from nucleus
GO:0046834	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) lipid phosphorylation
GO:0046850	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of bone remodeling
GO:0046854	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) phosphoinositide phosphorylation
GO:0046883	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of hormone secretion
GO:0046887	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of hormone secretion
GO:0046906	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) tetrapyrrole binding
GO:0046984	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of hemoglobin biosynthetic process
GO:0046986	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of hemoglobin biosynthetic process
GO:0048186	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) inhibin beta-A binding
GO:0048273	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) mitogen-activated protein kinase p38 binding
GO:0048365	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) Rac GTPase binding
GO:0048515	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) spermatid differentiation
GO:0048660	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of smooth muscle cell proliferation
GO:0048662	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of smooth muscle cell proliferation
GO:0048699	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) generation of neurons
GO:0048812	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) neuron projection morphogenesis
GO:0048814	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of dendrite morphogenesis
GO:0048858	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cell projection morphogenesis
GO:0050433	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of catecholamine secretion
GO:0050657	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) nucleic acid transport
GO:0050658	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) RNA transport
GO:0050680	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of epithelial cell proliferation
GO:0050700	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) CARD domain binding
GO:0050769	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of neurogenesis
GO:0050770	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of axonogenesis
GO:0050772	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of axonogenesis
GO:0050773	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of dendrite development
GO:0050777	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of immune response
GO:0050796	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of insulin secretion
GO:0050804	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of synaptic transmission
GO:0050808	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) synapse organization
GO:0050810	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of steroid biosynthetic process
GO:0050821	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) protein stabilization
GO:0050852	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) T cell receptor signaling pathway
GO:0050853	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) B cell receptor signaling pathway
GO:0050854	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of antigen receptor-mediated signaling pathway
GO:0050856	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of T cell receptor signaling pathway
GO:0050857	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of antigen receptor-mediated signaling pathway
GO:0050862	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of T cell receptor signaling pathway
GO:0050878	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of body fluid levels
GO:0050880	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of blood vessel size
GO:0050890	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cognition
GO:0050900	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) leukocyte migration
GO:0050901	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) leukocyte tethering or rolling
GO:0050954	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) sensory perception of mechanical stimulus
GO:0050996	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of lipid catabolic process
GO:0051018	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) protein kinase A binding
GO:0051019	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) mitogen-activated protein kinase binding
GO:0051020	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) GTPase binding
GO:0051028	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) mRNA transport
GO:0051048	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of secretion
GO:0051053	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of DNA metabolic process
GO:0051117	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) ATPase binding
GO:0051147	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of muscle cell differentiation
GO:0051149	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of muscle cell differentiation
GO:0051209	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) release of sequestered calcium ion into cytosol
GO:0051220	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cytoplasmic sequestering of protein
GO:0051224	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of protein transport
GO:0051235	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) maintenance of location
GO:0051236	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) establishment of RNA localization
GO:0051282	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of sequestering of calcium ion
GO:0051283	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of sequestering of calcium ion
GO:0051297	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) centrosome organization
GO:0051299	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) centrosome separation
GO:0051346	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of hydrolase activity
GO:0051402	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) neuron apoptosis
GO:0051403	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) stress-activated MAPK cascade
GO:0051437	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:0051480	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cytosolic calcium ion homeostasis
GO:0051651	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) maintenance of location in cell
GO:0051952	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of amine transport
GO:0051954	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of amine transport
GO:0051983	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of chromosome segregation
GO:0055065	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) metal ion homeostasis
GO:0055066	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) di-, tri-valent inorganic cation homeostasis
GO:0055069	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) zinc ion homeostasis
GO:0055074	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) calcium ion homeostasis
GO:0055080	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cation homeostasis
GO:0055082	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular chemical homeostasis
GO:0060002	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) plus-end directed microfilament motor activity
GO:0060090	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) molecular adaptor activity
GO:0060395	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) SMAD protein signal transduction
GO:0060401	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cytosolic calcium ion transport
GO:0060402	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) calcium ion transport into cytosol
GO:0060544	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of necroptosis
GO:0060545	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of necroptosis
GO:0060553	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) induction of necroptosis
GO:0060555	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) induction of necroptosis by extracellular signals
GO:0060706	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cell differentiation involved in embryonic placenta development
GO:0060707	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) trophoblast giant cell differentiation
GO:0061024	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) membrane organization
GO:0061134	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) peptidase regulator activity
GO:0061245	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) establishment or maintenance of bipolar cell polarity
GO:0070064	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) proline-rich region binding
GO:0070303	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of stress-activated protein kinase signaling cascade
GO:0070419	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) nonhomologous end joining complex
GO:0070482	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) response to oxygen levels
GO:0070507	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of microtubule cytoskeleton organization
GO:0070513	0	65	0.00	1	389	0.26	0.00	-27.94	(MF) death domain binding
GO:0070688	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) MLL5-L complex
GO:0070926	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of ATP:ADP antiporter activity
GO:0070969	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) ULK1-ATG13-FIP200 complex
GO:0071219	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular response to molecule of bacterial origin
GO:0071222	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular response to lipopolysaccharide
GO:0071482	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) cellular response to light stimulus
GO:0071598	0	65	0.00	1	389	0.26	0.00	-27.94	(CC) neuronal RNA granule
GO:0071826	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) ribonucleoprotein complex subunit organization
GO:0080010	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of oxygen and reactive oxygen species metabolic process
GO:0090087	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of peptide transport
GO:0090153	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of sphingolipid biosynthetic process
GO:0090155	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) negative regulation of sphingolipid biosynthetic process
GO:0090181	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of cholesterol metabolic process
GO:0090205	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of cholesterol metabolic process
GO:0090276	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) regulation of peptide hormone secretion
GO:0090277	0	65	0.00	1	389	0.26	0.00	-27.94	(BP) positive regulation of peptide hormone secretion
GO:0005737	3	65	4.62	101	389	25.96	0.18	-2.49	(CC) cytoplasm
GO:0004702	1	65	1.54	31	389	7.97	0.19	-2.37	(MF) receptor signaling protein serine/threonine kinase activity
GO:0022403	1	65	1.54	22	389	5.66	0.27	-1.88	(BP) cell cycle phase
GO:0000280	1	65	1.54	18	389	4.63	0.33	-1.59	(BP) nuclear division
GO:0007067	1	65	1.54	18	389	4.63	0.33	-1.59	(BP) mitosis
GO:0048285	1	65	1.54	18	389	4.63	0.33	-1.59	(BP) organelle fission
GO:0007049	1	65	1.54	16	389	4.11	0.37	-1.42	(BP) cell cycle
